ticker,date,title,content,source,url,vader_score,vader_label,finbert_score,finbert_label,combined_score,combined_label
TAN,2025-12-12,Winterthur bezieht Solarstrom aus alpiner Anlage Sidenplangg,Winterthur bezieht Solarstrom aus alpiner Anlage Sidenplangg,tagesanzeiger.ch,https://www.tagesanzeiger.ch/winterthur-bezieht-solarstrom-aus-alpiner-anlage-sidenplangg-540438870086,0.0,neutral,0.05635173246264458,neutral,0.02817586623132229,neutral
TAN,2025-12-12, [ 快讯 ] 捷佳伟创 : 部分募集资金投资项目结项及延期 - CFi . CN 中财网, [ 快讯 ] 捷佳伟创 : 部分募集资金投资项目结项及延期 - CFi . CN 中财网,cfi.net.cn,http://www.cfi.net.cn/p20251212000570.html,0.0,neutral,0.028045298531651497,neutral,0.014022649265825748,neutral
TAN,2025-12-12,"The Paris Agreement Fueled A Decade Of Economic Growth , With Business Leading The Way","The Paris Agreement Fueled A Decade Of Economic Growth , With Business Leading The Way",forbes.com,https://www.forbes.com/sites/mindylubber/2025/12/12/the-paris-agreement-fueled-a-decade-of-economic-growth-with-business-leading-the-way/,0.9468,positive,0.6405112985521555,positive,0.7936556492760778,positive
TAN,2025-12-12,Jutarnji list - HDZ :  SDP - ovi amandmani imaju za cilj skrenuti pažnju sa SDP - ove afere  Solari  ,Jutarnji list - HDZ :  SDP - ovi amandmani imaju za cilj skrenuti pažnju sa SDP - ove afere  Solari  ,jutarnji.hr,https://www.jutarnji.hr/vijesti/hrvatska/hdz-sdp-ovi-amandmani-imaju-za-cilj-skrenuti-paznju-sa-sdp-ove-afere-solari-15652223,0.0,neutral,0.024929016828536987,neutral,0.012464508414268494,neutral
TAN,2025-12-12,焦點股 》 台光電 ： 明年訂單滿手 股價再飆歷史新高,焦點股 》 台光電 ： 明年訂單滿手 股價再飆歷史新高,ec.ltn.com.tw,https://ec.ltn.com.tw/article/breakingnews/5275835,0.0,neutral,0.14981995150446892,neutral,0.07490997575223446,positive
TAN,2025-12-12,Overview Energy 稱成功將太陽能直接傳至地面 ， 太空太陽能前景可期,Overview Energy 稱成功將太陽能直接傳至地面 ， 太空太陽能前景可期,technews.tw,https://technews.tw/2025/12/12/space-power-startup-claims-it-can-beam-energy-to-solar-farms/,0.6486,positive,0.1553389672189951,neutral,0.4019694836094975,positive
TAN,2025-12-12,How to Install Industrial Rooftop Solar Plant Amidst Quota Policy,How to Install Industrial Rooftop Solar Plant Amidst Quota Policy,jakartaglobe.id,https://jakartaglobe.id/special-updates/how-to-install-industrial-rooftop-solar-plant-amidst-quota-policy,0.0,neutral,0.032335054129362106,neutral,0.016167527064681053,neutral
TAN,2025-12-12,Tariffs Drive New U . S . Solar Panel Production Will Texas Miss Out ? ,Tariffs Drive New U . S . Solar Panel Production Will Texas Miss Out ? ,forbes.com,https://www.forbes.com/sites/edhirs/2025/12/11/tariffs-drive-new-us-solar-panel-production-will-texas-miss-out/,-0.5171,negative,0.0038420483469963074,neutral,-0.25662897582650185,negative
TAN,2025-12-12,A Strategic Leap : Green Energy Origin ( GEO ) Breaks Into the EV Supply Chain With Mitsubishi Chemical Corporation Electrolyte Plant Acquisition,A Strategic Leap : Green Energy Origin ( GEO ) Breaks Into the EV Supply Chain With Mitsubishi Chemical Corporation Electrolyte Plant Acquisition,postandcourier.com,https://www.postandcourier.com/press-releases/a-strategic-leap-green-energy-origin-geo-breaks-into-the-ev-supply-chain-with-mitsubishi/article_ba763c3e-1206-5b85-84bf-f4634900fe9c.html,0.6486,positive,0.6977001614868641,positive,0.6731500807434321,positive
TAN,2025-12-12,"Man targets Spanish speakers to steal IDs , forge signatures – NBC Los Angeles","Man targets Spanish speakers to steal IDs , forge signatures – NBC Los Angeles",nbclosangeles.com,https://www.nbclosangeles.com/news/local/lapd-identity-theft-forgery-spanish-speaking-elderly/3814949/,-0.8625,negative,-0.06061456725001335,neutral,-0.4615572836250067,negative
TAN,2025-12-12,伊藤忠投資美國科州太陽能發電廠 、 股價衝史高,伊藤忠投資美國科州太陽能發電廠 、 股價衝史高,technews.tw,https://technews.tw/2025/12/12/itochu-invests-in-colorado-solar-power-plant/,0.0,neutral,0.16804226487874985,neutral,0.08402113243937492,positive
TAN,2025-12-12,崂山绿色能源产业构筑新生态 ： 从  智慧生命体  建筑到深远海风电,崂山绿色能源产业构筑新生态 ： 从  智慧生命体  建筑到深远海风电,baijiahao.baidu.com,https://baijiahao.baidu.com/s?id=1851279883489061771,0.0,neutral,0.08490142598748207,neutral,0.042450712993741035,neutral
TAN,2025-12-11,Spanish RE company eyes entry into Philippines market,Spanish RE company eyes entry into Philippines market,philstar.com,https://www.philstar.com/business/2025/12/12/2493557/spanish-re-company-eyes-entry-philippines-market,0.0,neutral,-0.00941576436161995,neutral,-0.004707882180809975,neutral
TAN,2025-12-11,A inteligência artificial pode sair da Terra para operar em órbita,A inteligência artificial pode sair da Terra para operar em órbita,noticias.r7.com,https://noticias.r7.com/fala-ciencia/a-inteligencia-artificial-pode-sair-da-terra-para-operar-em-orbita-11122025/,0.0,neutral,0.6878542527556419,positive,0.34392712637782097,positive
TAN,2025-12-11,Saules enerģijas jomā strādājošajam  EnerGrid  prāvs nodokļu parāds ; piemēroti nodrošinājumi,Saules enerģijas jomā strādājošajam  EnerGrid  prāvs nodokļu parāds ; piemēroti nodrošinājumi,delfi.lv,https://www.delfi.lv/bizness/37264250/biznesa_vide/120098671/saules-energijas-joma-stradajosajam-energrid-pravs-nodoklu-parads-piemeroti-nodrosinajumi,0.0,neutral,0.010148901492357254,neutral,0.005074450746178627,neutral
TAN,2025-12-11,蓝盾光电终止购买星思半导体部分股权,蓝盾光电终止购买星思半导体部分股权,stcn.com,https://www.stcn.com/article/detail/3536283.html,0.0,neutral,0.2475380152463913,neutral,0.12376900762319565,positive
TAN,2025-12-11,Azerbaijan expands green energy initiatives in liberated territories - official,Azerbaijan expands green energy initiatives in liberated territories - official,trend.az,https://www.trend.az/business/green-economy/4128929.html,0.7579,positive,0.7605035342276096,positive,0.7592017671138048,positive
TAN,2025-12-11,2025中国国际西部光电子大会在重庆梁平举行,2025中国国际西部光电子大会在重庆梁平举行,163.com,https://www.163.com/dy/article/KGHFE097053469M5.html,0.0,neutral,0.2326359786093235,neutral,0.11631798930466175,positive
TAN,2025-12-11,Солнечные панели повышают цены на электроэнергию : эксперты сделали внезапное открытие,Солнечные панели повышают цены на электроэнергию : эксперты сделали внезапное открытие,focus.ua,https://focus.ua/digital/736466-solnechnye-paneli-povyshayut-ceny-na-elektroenergiyu-eksperty-sdelali-vnezapnoe-otkrytie,0.0,neutral,0.10424432903528214,neutral,0.05212216451764107,positive
TAN,2025-12-11,Lithium bleibt gefragt : Wer jetzt auf Solar starrt verpasst die Speicherrakete,Lithium bleibt gefragt : Wer jetzt auf Solar starrt verpasst die Speicherrakete,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2025-12/67206570-lithium-bleibt-gefragt-wer-jetzt-auf-solar-starrt-verpasst-die-speicherrakete-607.htm,-0.9136,negative,0.07796313613653183,neutral,-0.41781843193173407,negative
TAN,2025-12-11,Energiateollisuus selvitti suomalaisten energiatoiveet : Tätä haluamme,Energiateollisuus selvitti suomalaisten energiatoiveet : Tätä haluamme,maaseuduntulevaisuus.fi,https://www.maaseuduntulevaisuus.fi/uutiset/e3d1d994-4f49-4e2b-8d72-9808fd6b5586,0.0,neutral,0.00852363184094429,neutral,0.004261815920472145,neutral
TAN,2025-12-11,Graphite Electrode Market Innovations 2025 - 2030 Forecast,Graphite Electrode Market Innovations 2025 - 2030 Forecast,openpr.com,https://www.openpr.com/news/4311780/graphite-electrode-market-innovations-2025-2030-forecast-el-6,0.0,neutral,-0.015866132453083992,neutral,-0.007933066226541996,neutral
TAN,2025-12-11,Plan to Shift Lahore Metro Stations to Solar Power Faces Delay,Plan to Shift Lahore Metro Stations to Solar Power Faces Delay,propakistani.pk,https://propakistani.pk/2025/12/11/plan-to-shift-lahore-metro-stations-to-solar-power-faces-delay/,-0.7096,negative,-0.13453864865005016,neutral,-0.4220693243250251,negative
TAN,2025-12-11,Presenetila ga je 1 . 100 - odstotna podražitev omrežnine,Presenetila ga je 1 . 100 - odstotna podražitev omrežnine,siol.net,https://siol.net/novice/slovenija/presenetila-ga-je-1-100-odstotna-podrazitev-omreznine-679094,0.0,neutral,0.07541920617222786,neutral,0.03770960308611393,neutral
TAN,2025-12-11,  硅料收储平台  来了 ？ 通威 、 协鑫 、 大全等参股 ， 有厂商未加入 _ 凤凰网,  硅料收储平台  来了 ？ 通威 、 协鑫 、 大全等参股 ， 有厂商未加入 _ 凤凰网,finance.ifeng.com,https://finance.ifeng.com/c/8ozLLt0Rof7,0.0,neutral,0.07087145373225212,neutral,0.03543572686612606,neutral
TAN,2025-12-11,제주 바람 · 햇빛으로 재생에너지 연금 만든다,제주 바람 · 햇빛으로 재생에너지 연금 만든다,hankookilbo.com,https://www.hankookilbo.com:443/News/Read/A2025121115300000545,0.0,neutral,0.21325605362653732,neutral,0.10662802681326866,positive
TAN,2025-12-11,光流塑渝蓉 ， 无界新生态 | 2025光储充产业生态伙伴推介大会暨战略合作签约仪式圆满举行 _ 中华网,光流塑渝蓉 ， 无界新生态 | 2025光储充产业生态伙伴推介大会暨战略合作签约仪式圆满举行 _ 中华网,m.tech.china.com,https://m.tech.china.com/redian/2025/1211/122025_1779850.html,0.0,neutral,-0.006313398480415344,neutral,-0.003156699240207672,neutral
TAN,2025-12-11,Police in Dauphin County searching for hit - and - run suspect,Police in Dauphin County searching for hit - and - run suspect,wgal.com,https://www.wgal.com/article/police-dauphin-county-searching-hit-run-suspect/69691863,-0.6808,negative,-0.7438243441283703,negative,-0.7123121720641852,negative
TAN,2025-12-11,  硅料收储平台  来了 ？ 通威 、 协鑫 、 大全 、 新特等参股 还有这些厂商未加入 _ 东方财富网,  硅料收储平台  来了 ？ 通威 、 协鑫 、 大全 、 新特等参股 还有这些厂商未加入 _ 东方财富网,finance.eastmoney.com,https://finance.eastmoney.com/a/202512103587969743.html,0.0,neutral,0.06673193722963333,neutral,0.033365968614816666,neutral
TAN,2025-12-11,В Швеции люди начали убирать скрыш солнечные панели,В Швеции люди начали убирать скрыш солнечные панели,glavred.info,https://glavred.info/techno/skoro-i-do-nas-doytet-v-shvecii-lyudi-nachali-ubirat-skrysh-solnechnye-paneli-10723112.html,0.0,neutral,0.2242558617144823,neutral,0.11212793085724115,positive
TAN,2025-12-10,"PLN Hadirkan Energi Surya untuk Empat Sekolah Terpencil di Kabupaten Sula , Tingkatkan Kualitas Pendidikan","PLN Hadirkan Energi Surya untuk Empat Sekolah Terpencil di Kabupaten Sula , Tingkatkan Kualitas Pendidikan",merdeka.com,https://www.merdeka.com/uang/pln-hadirkan-energi-surya-untuk-empat-sekolah-terpencil-di-kabupaten-sula-tingkatkan-kualitas-pendidikan-506508-mvk.html,0.0,neutral,0.05929893162101507,neutral,0.029649465810507536,neutral
TAN,2025-12-10,"Gledajte  240 sekundi  24sata ! Apsurd oko dozvola za solarne elektrane , župan je prešutio ... ","Gledajte  240 sekundi  24sata ! Apsurd oko dozvola za solarne elektrane , župan je prešutio ... ",24sata.hr,https://www.24sata.hr/news/gledajte-240-sekundi-24sata-apsurd-oko-dozvola-za-solarne-elektrane-zupan-je-presutio-1094163,0.0,neutral,0.06263862922787666,neutral,0.03131931461393833,neutral
TAN,2025-12-10,Almanyada yenilenebilir enerjinin payı artacak,Almanyada yenilenebilir enerjinin payı artacak,sabah.com.tr,https://www.sabah.com.tr/finans/ekonomi/almanyada-yenilenebilir-enerjinin-payi-artacak-7481047,0.0,neutral,0.04610714688897133,neutral,0.023053573444485664,neutral
TAN,2025-12-10,Press Releases | American Lung Association,Press Releases | American Lung Association,lung.org,https://www.lung.org/media/press-releases/az-aq-polling-2025,0.0,neutral,-0.02865908294916153,neutral,-0.014329541474580765,neutral
TAN,2025-12-10,"PM Kusum Yojana : किसानों में बढ़ा सोलर पंप का क्रेज , पीएम कुसुम योजना से मिल रहा जबरदस्त फायदा - pm kusum yojana craze for solar pumps increased among farmers pm kusum yojana is giving tremendous benefits","PM Kusum Yojana : किसानों में बढ़ा सोलर पंप का क्रेज , पीएम कुसुम योजना से मिल रहा जबरदस्त फायदा - pm kusum yojana craze for solar pumps increased among farmers pm kusum yojana is giving tremendous benefits",hindi.business-standard.com,https://hindi.business-standard.com/commodities/pm-kusum-yojana-craze-for-solar-pumps-increased-among-farmers-pm-kusum-yojana-is-giving-tremendous-benefits-id-492518,0.9467,positive,0.8410092564299703,positive,0.8938546282149851,positive
TAN,2025-12-10,MNRE asks REIAs to move from vanilla - solar energy tenders,MNRE asks REIAs to move from vanilla - solar energy tenders,thehindubusinessline.com,https://www.thehindubusinessline.com/economy/mnre-asks-reias-to-move-from-vanilla-solar-energy-tenders/article70379667.ece,0.7964,positive,0.06529401615262032,neutral,0.43084700807631016,positive
TAN,2025-12-10,Global Energy Trends : Clean Energy Growth and Rising Demand | World Resources Institute,Global Energy Trends : Clean Energy Growth and Rising Demand | World Resources Institute,wri.org,https://www.wri.org/insights/state-clean-energy-charted,0.9682,positive,0.09394093230366707,neutral,0.5310704661518335,positive
TAN,2025-12-10,Eksplozija cene srebra ! Upravo je probila istorijski rekord,Eksplozija cene srebra ! Upravo je probila istorijski rekord,naslovi.net,https://naslovi.net/2025-12-10/telegraf/eksplozija-cene-srebra-upravo-je-probila-istorijski-rekord/41028953,0.0,neutral,0.035257723182439804,neutral,0.017628861591219902,neutral
TAN,2025-12-10,Panouri fotovoltaice în rate : sunt acestea o soluție fezabilă pentru energia viitorului în România ? ,Panouri fotovoltaice în rate : sunt acestea o soluție fezabilă pentru energia viitorului în România ? ,adevarul.ro,https://adevarul.ro/economie/panouri-fotovoltaice-in-rate-sunt-acestea-o-2493272.html,0.0,neutral,0.00811731070280075,neutral,0.004058655351400375,neutral
TAN,2025-12-10,Centre has no plan to scrap any green energy project : Pralhad Joshi,Centre has no plan to scrap any green energy project : Pralhad Joshi,prokerala.com,https://www.prokerala.com/news/articles/a1706249.html,-0.0772,negative,-0.08154253661632538,neutral,-0.07937126830816268,negative
TAN,2025-12-10,Чому власники сонячних панелей продають їх та переходять на нові системи,Чому власники сонячних панелей продають їх та переходять на нові системи,24tv.ua,https://24tv.ua/tech/chomu-vlasniki-sonyachnih-paneley-prodayut-yih-perehodyat-novi_n2968413,0.0,neutral,0.10481201112270355,neutral,0.052406005561351776,positive
TAN,2025-12-10,Почему владельцы солнечных панелей продают их и переходят на новые системы,Почему владельцы солнечных панелей продают их и переходят на новые системы,24tv.ua,https://24tv.ua/tech/ru/pochemu-vladelcy-solnechnyh-panelej-prodajut-ih-i-perehodjat-na-novye-sistemy-tehno_n2968426,0.0,neutral,0.12998106889426708,neutral,0.06499053444713354,positive
TAN,2025-12-10,Adani Group to invest $75 b in energy transition over 5 years,Adani Group to invest $75 b in energy transition over 5 years,thehindubusinessline.com,https://www.thehindubusinessline.com/news/adani-group-to-invest-75-b-in-energy-transition-over-5-years/article70381059.ece,0.6486,positive,0.11252197902649641,neutral,0.3805609895132482,positive
TAN,2025-12-10,Iberdrola invierte más de 250 millones en sus primeras plantas fotovoltaicas en Valencia,Iberdrola invierte más de 250 millones en sus primeras plantas fotovoltaicas en Valencia,expansion.com,https://www.expansion.com/valencia/2025/12/10/6939a50fe5fdea3f268b45a3.html,0.0,neutral,0.36486181803047657,neutral,0.18243090901523829,positive
TAN,2025-12-10,Installed renewable energy capacity in India reaches 250 . 64 GW : Govt,Installed renewable energy capacity in India reaches 250 . 64 GW : Govt,prokerala.com,https://www.prokerala.com/news/articles/a1706056.html,0.7096,positive,0.20948956906795502,neutral,0.4595447845339775,positive
TAN,2025-12-10,Scatec starts commercial operation at Mmadinare phase 2 in Botswana,Scatec starts commercial operation at Mmadinare phase 2 in Botswana,manilatimes.net,https://www.manilatimes.net/2025/12/10/tmt-newswire/globenewswire/scatec-starts-commercial-operation-at-mmadinare-phase-2-in-botswana/2240730,0.0,neutral,0.029439713805913925,neutral,0.014719856902956963,neutral
TAN,2025-12-10,Führungswechsel : Gütersloher Unternehmen bekommt jetzt neuen Geschäftsführer,Führungswechsel : Gütersloher Unternehmen bekommt jetzt neuen Geschäftsführer,nw.de,https://www.nw.de/lokal/kreis_guetersloh/guetersloh/24230090_Fuehrungswechsel-Guetersloher-Unternehmen-bekommt-jetzt-neuen-Geschaeftsfuehrer.html,0.0,neutral,0.021134521812200546,neutral,0.010567260906100273,neutral
TAN,2025-12-10,The Hidden Subsidy for Renewable Energy,The Hidden Subsidy for Renewable Energy,americanthinker.com,https://www.americanthinker.com/articles/2025/12/the_hidden_subsidy_for_renewable_energy.html,0.6486,positive,0.028982078656554222,neutral,0.3387910393282771,positive
TAN,2025-12-10,Де не можна встановлювати сонячні панелі - чого бояться сонячні панелі,Де не можна встановлювати сонячні панелі - чого бояться сонячні панелі,unian.ua,https://www.unian.ua/society/de-ne-mozhna-vstanovlyuvati-sonyachni-paneli-chogo-boyatsya-sonyachni-paneli-13220907.html,0.0,neutral,0.1399388313293457,neutral,0.06996941566467285,positive
TAN,2025-12-10,中国智能分选技术得到全球市场青睐 - 科技频道 - 杭州网,中国智能分选技术得到全球市场青睐 - 科技频道 - 杭州网,it.hangzhou.com.cn,https://it.hangzhou.com.cn/jrjd/yjnews/content/2025-12/10/content_9141059.html,0.0,neutral,0.04989046975970268,neutral,0.02494523487985134,neutral
TAN,2025-12-10,দুর্নীতিযুক্ত প্রক্রিয়া থেকে আমরা একটা দুর্নীতিমুক্ত প্রক্রিয়ায় যাচ্ছি,দুর্নীতিযুক্ত প্রক্রিয়া থেকে আমরা একটা দুর্নীতিমুক্ত প্রক্রিয়ায় যাচ্ছি,dailyinqilab.com,https://dailyinqilab.com/national/news/840211,0.0,neutral,0.12726931646466255,neutral,0.06363465823233128,positive
TAN,2025-12-10,勿成為減碳和國安韌性的豬隊友 民團籲建物光電設備標準草案加速上路 | 財經焦點 | 產經,勿成為減碳和國安韌性的豬隊友 民團籲建物光電設備標準草案加速上路 | 財經焦點 | 產經,udn.com,https://udn.com/news/story/7238/9194173,0.0,neutral,-0.024297639727592468,neutral,-0.012148819863796234,neutral
TAN,2025-12-10,"Космос , лазеры и ИИ : Aetherflux строит альтернативу наземным дата - центрам","Космос , лазеры и ИИ : Aetherflux строит альтернативу наземным дата - центрам",ixbt.com,https://www.ixbt.com/news/2025/12/10/kosmos-lazeryi-ii-aetherflux-stroit-alternativu-nazemnym-datacentram.html,0.0,neutral,0.11305166222155094,neutral,0.05652583111077547,positive
TAN,2025-12-10,"Adani Green Energy block deal : 1 . 7 % equity stake sold for Rs 2 , 718 crore ; TotalEnergies likely seller","Adani Green Energy block deal : 1 . 7 % equity stake sold for Rs 2 , 718 crore ; TotalEnergies likely seller",moneycontrol.com,https://www.moneycontrol.com/news/business/stocks/adani-green-energy-block-deal-1-4-equity-stake-sold-for-rs-2-178-crore-totalenergies-likely-seller-13718708.html,-0.5267,negative,0.06769439578056335,neutral,-0.2295028021097183,negative
TAN,2025-12-10,Çanakkalede çiftçilere profesyonel tarım semineri,Çanakkalede çiftçilere profesyonel tarım semineri,ensonhaber.com,https://www.ensonhaber.com/ekonomi/canakkalede-ciftcilere-profesyonel-tarim-semineri,0.0,neutral,0.023434458300471306,neutral,0.011717229150235653,neutral
TAN,2025-12-10,"Adani Green sees Rs 2 , 178 - crore block deal ; TotalEnergies likely the seller","Adani Green sees Rs 2 , 178 - crore block deal ; TotalEnergies likely the seller",economictimes.indiatimes.com,https://economictimes.indiatimes.com/markets/stocks/news/adani-green-shares-in-focus-as-totalenergies-set-to-offload-1-5-stake-via-block-deal/articleshow/125880644.cms,-0.8271,negative,0.028129445388913155,neutral,-0.3994852773055434,negative
TAN,2025-12-10,В Узбекистане из - за солнечных дней снизилась выработка электроэнергии,В Узбекистане из - за солнечных дней снизилась выработка электроэнергии,1prime.ru,https://1prime.ru/20251210/uzbekistan-865383489.html,0.0,neutral,0.11110770888626575,neutral,0.05555385444313288,positive
TAN,2025-12-10,Зеленая энергетика : в Дагестане запустят ВЭС и СЭС за 58 млрд рублей,Зеленая энергетика : в Дагестане запустят ВЭС и СЭС за 58 млрд рублей,vestikavkaza.ru,https://vestikavkaza.ru/news/zelenaa-energetika-v-dagestane-zapustat-ves-i-ses-za-58-mlrd-rublej.html,0.0,neutral,0.17168002389371395,neutral,0.08584001194685698,positive
TAN,2025-12-10,BlackRock to invest Rs 3k crore in Birla renewables unit,BlackRock to invest Rs 3k crore in Birla renewables unit,timesofindia.indiatimes.com,https://timesofindia.indiatimes.com/business/india-business/blackrock-to-invest-rs-3k-crore-in-birlas-renewables-unit/articleshow/125879935.cms,0.0,neutral,0.08019373845309019,neutral,0.040096869226545095,neutral
TAN,2025-12-10,"Trump Or Not , Space Solar Power Is Happening","Trump Or Not , Space Solar Power Is Happening",cleantechnica.com,https://cleantechnica.com/2025/12/09/new-solar-powered-orbiting-data-centers-skip-to-the-head-of-the-line/,0.0,neutral,0.009352503344416618,neutral,0.004676251672208309,neutral
TAN,2025-12-10,綠能衝出大黑馬 ！ 00899報酬率45 ％ 完勝台股正2 | 存股族愛ETF | 股市,綠能衝出大黑馬 ！ 00899報酬率45 ％ 完勝台股正2 | 存股族愛ETF | 股市,udn.com,https://udn.com/news/story/123006/9193391,0.0,neutral,-0.08377397060394287,neutral,-0.041886985301971436,neutral
TAN,2025-12-09,Китайські сонячні панелі добувають електроенергію не від сонця : як так вийшло,Китайські сонячні панелі добувають електроенергію не від сонця : як так вийшло,focus.ua,https://focus.ua/uk/digital/736093-kitayski-sonyachni-paneli-dobuvayut-elektroenergiyu-ne-vid-soncya-yak-tak-viyshlo,0.0,neutral,0.2467021867632866,neutral,0.1233510933816433,positive
TAN,2025-12-09,Steigende Strompreise : Das fehlende Glied,Steigende Strompreise : Das fehlende Glied,freiewelt.net,https://www.freiewelt.net/blog/redaktion-eike/steigende-strompreise-das-fehlende-glied/42309,0.0,neutral,0.032660821452736855,neutral,0.016330410726368427,neutral
TAN,2025-12-09,2025年全国太阳能路灯厂家五大最新推荐 ： 雷泰照明领衔 ， 打造绿色智慧照明新标杆 _ 中华网,2025年全国太阳能路灯厂家五大最新推荐 ： 雷泰照明领衔 ， 打造绿色智慧照明新标杆 _ 中华网,m.tech.china.com,https://m.tech.china.com/redian/2025/1209/122025_1778765.html,0.0,neutral,0.2694665156304836,neutral,0.1347332578152418,positive
TAN,2025-12-09,"সৌর বিদ্যুতের বাতিল ১২ প্রকল্প অনুমোদন , সাশ্রয় হতে পারে ১১৬৯ কোটি","সৌর বিদ্যুতের বাতিল ১২ প্রকল্প অনুমোদন , সাশ্রয় হতে পারে ১১৬৯ কোটি",jagonews24.com,https://www.jagonews24.com/economy/news/1074621,0.0,neutral,0.13854305259883404,neutral,0.06927152629941702,positive
TAN,2025-12-09,Blue Elephant Energy liefert Solarstrom an die Deutsche Bahn,Blue Elephant Energy liefert Solarstrom an die Deutsche Bahn,finanznachrichten.de,https://www.finanznachrichten.de/nachrichten-2025-12/67183433-blue-elephant-energy-liefert-solarstrom-an-die-deutsche-bahn-119.htm,-0.8126,negative,0.060182008892297745,neutral,-0.3762089955538511,negative
TAN,2025-12-09,Gütersloher Unternehmen bekommt jetzt einen neuen Geschäftsführer,Gütersloher Unternehmen bekommt jetzt einen neuen Geschäftsführer,nw.de,https://www.nw.de/lokal/kreis_guetersloh/guetersloh/24230090_Guetersloher-Unternehmen-bekommt-jetzt-einen-neuen-Geschaeftsfuehrer.html,0.0,neutral,0.027411125600337982,neutral,0.013705562800168991,neutral
